rain_1h,rain_3h,rain_24h,soil_moisture,elevation,slope,hist_count,hist_fatalities,label
19.8,29.8,120.6,0.409,2174.1,22.1,12,0,1
1.3,4.5,25.0,0.194,87.0,10.4,0,0,0
9.5,22.4,105.3,0.457,1487.5,54.2,9,1,1
17.2,54.0,126.4,0.384,2354.5,52.5,19,0,1
18.7,54.1,106.2,0.539,711.3,20.2,24,0,1
19.3,30.8,87.1,0.478,2373.9,35.8,6,0,0
13.6,32.9,193.1,0.45,1884.0,50.2,8,0,1
13.0,38.2,90.2,0.413,195.8,10.5,2,0,0
27.9,48.4,151.9,0.504,2805.9,41.1,23,0,1
3.1,6.8,19.2,0.26,120.8,7.5,0,0,0
13.3,24.4,209.5,0.528,2727.8,19.5,23,0,1
19.1,31.3,130.0,0.464,2911.1,38.5,20,0,1
31.9,46.4,102.5,0.443,2985.5,35.3,23,0,1
15.6,27.5,168.0,0.406,1344.7,20.8,8,0,1
32.1,41.6,112.7,0.49,1646.3,30.6,11,0,1
14.5,25.5,112.6,0.555,3115.7,20.2,19,0,1
2.5,6.0,23.9,0.201,84.5,1.0,0,0,0
3.1,10.2,59.7,0.316,832.4,33.3,4,0,0
14.3,26.2,119.8,0.482,415.6,40.9,19,0,1
26.8,70.1,185.1,0.516,160.4,6.5,0,0,0
18.3,57.7,176.9,0.474,77.8,8.9,0,0,0
18.0,24.7,77.6,0.468,1935.5,57.9,7,0,1
1.3,9.6,26.4,0.266,116.6,2.0,0,0,0
0.0,1.9,6.0,0.287,151.1,2.6,0,0,0
1.8,4.4,25.2,0.198,1751.7,26.6,0,0,0
9.8,31.7,74.3,0.429,3042.0,45.5,11,0,1
6.8,16.2,54.3,0.215,1820.9,25.3,0,0,0
1.7,9.2,22.2,0.259,1362.1,24.9,3,0,0
23.6,62.8,209.2,0.542,293.3,2.9,1,0,0
0.1,1.8,21.4,0.189,224.3,9.6,0,0,0
36.2,66.4,152.6,0.547,2104.6,55.6,9,0,1
1.8,16.7,54.3,0.256,875.0,22.9,1,0,0
23.7,77.5,175.8,0.44,288.0,2.6,2,0,0
25.7,42.3,183.1,0.415,1060.0,54.0,24,0,1
13.9,18.6,69.0,0.543,1800.9,25.3,19,0,1
2.3,8.0,21.8,0.174,132.7,5.7,0,0,0
16.9,64.4,173.3,0.511,162.5,8.4,1,0,0
18.1,46.5,176.3,0.523,1658.0,26.1,5,0,1
32.5,59.2,142.0,0.435,129.6,7.5,0,0,0
6.1,18.3,51.5,0.256,2026.8,37.7,3,0,0
20.7,37.6,72.0,0.522,2755.9,56.9,4,0,1
16.1,44.2,188.1,0.451,1758.5,37.3,14,0,1
4.2,26.4,74.6,0.203,1408.9,30.3,1,0,0
17.8,43.2,229.9,0.536,2599.4,44.0,12,0,1
14.5,91.9,220.2,0.496,2940.2,46.0,18,0,1
7.8,25.4,177.3,0.477,1594.7,57.6,3,0,1
10.2,23.2,68.2,0.4,486.7,30.7,25,0,1
19.5,43.7,163.4,0.57,1816.1,54.0,4,0,1
14.6,20.9,51.0,0.418,1910.6,20.4,7,0,1
10.2,83.6,227.7,0.472,1200.3,22.3,12,1,1
2.2,8.4,46.5,0.35,2138.9,26.0,2,0,0
27.6,63.4,145.4,0.485,1652.2,46.9,14,1,1
9.1,34.2,129.0,0.502,72.0,6.2,1,0,0
0.0,0.2,0.5,0.264,198.1,2.9,0,0,0
18.4,65.5,190.7,0.398,1794.7,37.1,17,0,1
0.9,4.6,24.1,0.122,70.9,3.9,0,0,0
39.9,72.3,160.4,0.521,3148.5,50.1,9,0,1
33.1,70.1,143.7,0.559,256.2,5.2,2,0,0
33.7,66.3,182.6,0.439,72.5,1.9,0,0,0
0.3,5.2,24.2,0.243,280.6,7.3,0,0,0
0.1,0.3,1.8,0.14,208.6,2.2,0,0,0
23.3,59.1,195.8,0.422,116.0,6.1,2,0,0
27.0,37.7,88.0,0.557,2680.9,32.4,2,0,1
16.1,63.3,135.0,0.432,235.3,9.7,2,0,0
0.5,1.2,13.5,0.295,115.9,6.5,0,0,0
0.0,0.1,0.4,0.205,141.0,9.2,0,0,0
1.3,10.1,49.8,0.184,1142.6,22.4,3,0,0
3.8,10.1,34.0,0.326,1118.0,36.2,1,0,0
47.8,85.1,203.5,0.456,183.5,1.6,0,0,0
0.1,0.3,17.3,0.172,239.0,11.1,0,0,0
12.6,33.1,236.9,0.572,1010.8,34.2,6,0,1
0.5,4.3,28.9,0.121,172.7,4.8,0,0,0
23.1,38.5,211.1,0.545,1725.3,23.8,9,2,1
1.4,7.1,47.0,0.281,1359.3,30.8,3,0,0
17.4,35.6,124.9,0.429,2963.3,33.5,11,0,1
10.6,22.3,53.7,0.536,2207.5,48.2,8,0,0
15.9,21.2,52.7,0.554,2343.1,44.0,15,0,1
32.2,65.0,147.6,0.403,3142.0,33.5,7,0,1
14.5,37.4,100.6,0.463,1391.0,25.6,12,0,0
23.7,80.4,155.4,0.427,2809.1,54.5,24,1,1
10.2,54.1,93.0,0.415,1792.8,40.3,17,0,1
6.3,16.3,70.1,0.317,1885.8,41.8,2,0,0
0.7,2.3,9.8,0.185,74.1,10.0,0,0,0
12.5,35.5,141.0,0.425,1348.2,37.1,8,0,0
30.9,60.9,112.4,0.492,297.6,7.2,0,0,0
0.8,7.3,18.5,0.251,275.1,3.3,0,0,0
3.3,9.8,31.8,0.349,881.2,24.9,2,0,0
3.1,16.0,42.2,0.336,1706.0,27.3,2,0,0
48.5,87.6,217.9,0.497,1290.6,36.1,20,0,1
17.3,23.3,102.9,0.534,1773.8,57.6,23,0,1
22.0,44.7,208.0,0.422,2351.2,31.9,22,0,1
12.7,41.2,116.7,0.452,274.9,7.5,1,0,0
10.7,20.2,102.0,0.558,519.8,36.3,10,0,1
0.1,0.8,4.0,0.217,164.2,10.3,0,0,0
46.9,92.8,201.9,0.401,322.3,13.6,2,0,0
0.0,1.4,17.1,0.134,157.5,4.1,0,0,0
0.6,4.9,29.8,0.153,253.0,1.4,0,0,0
19.4,43.2,161.8,0.526,2049.7,31.5,22,2,1
16.1,42.0,115.2,0.493,330.3,6.5,0,0,0
27.4,62.7,106.1,0.517,2472.3,20.0,20,0,1
34.0,56.2,142.6,0.543,1740.5,46.6,17,0,1
21.4,29.9,74.5,0.441,811.6,55.4,8,0,1
7.4,20.1,69.5,0.552,2414.1,27.1,3,0,1
15.1,60.1,133.4,0.483,637.6,37.9,2,0,1
3.3,7.6,33.1,0.28,1832.1,26.1,0,0,0
7.3,17.9,56.9,0.278,744.6,23.2,1,0,0
0.8,1.6,5.5,0.254,198.8,7.2,0,0,0
18.4,23.8,164.8,0.573,2503.9,57.0,20,0,1
23.4,67.1,148.9,0.474,220.9,6.2,2,0,0
12.4,28.1,162.6,0.397,1798.8,34.3,4,0,1
7.1,20.6,67.6,0.432,806.4,46.7,15,0,1
25.4,46.5,126.9,0.442,3164.4,20.8,2,2,1
3.8,10.6,35.2,0.245,1719.3,38.3,2,0,0
18.1,43.7,231.4,0.441,1559.2,28.8,7,0,0
10.9,32.4,59.6,0.397,1846.5,21.7,9,0,1
16.6,74.2,181.3,0.528,2165.6,21.2,23,0,1
35.6,73.5,159.6,0.48,2137.4,29.6,10,0,1
2.0,6.6,37.6,0.299,2163.5,27.8,3,0,0
1.1,3.7,33.5,0.259,979.8,38.0,3,0,0
43.9,72.7,164.0,0.512,1209.7,38.7,17,0,1
20.0,30.2,91.2,0.434,1722.5,56.1,12,0,1
24.6,74.3,152.3,0.394,2243.1,31.2,11,0,1
22.6,52.6,163.6,0.496,1982.7,44.3,10,0,1
8.9,24.2,96.1,0.521,1425.8,19.1,14,0,1
18.7,72.2,198.0,0.481,2720.0,49.8,18,0,1
4.0,14.7,44.9,0.219,1967.9,34.9,0,0,0
18.2,26.2,176.9,0.458,889.5,55.8,24,0,1
1.0,2.8,20.4,0.183,151.5,11.7,0,0,0
18.0,29.9,94.6,0.399,972.2,57.7,19,0,1
2.5,9.5,23.3,0.249,838.3,22.2,2,0,0
7.9,17.4,52.6,0.342,1167.7,23.0,0,0,0
1.9,6.6,28.9,0.249,149.4,5.4,0,0,0
21.5,79.3,171.4,0.54,107.2,7.8,2,0,0
2.2,10.7,56.4,0.293,2313.3,21.0,2,0,0
0.4,1.6,19.0,0.284,279.8,5.2,0,0,0
16.9,36.0,228.4,0.46,1251.3,33.6,15,0,1
36.1,51.3,187.4,0.452,1696.1,56.8,6,0,1
10.7,34.6,153.4,0.547,2767.5,30.7,23,0,1
11.6,58.2,201.3,0.386,3083.8,37.1,8,0,1
3.6,27.0,70.7,0.346,1402.2,37.1,2,0,0
4.2,11.5,48.8,0.317,1519.3,22.9,0,0,0
10.8,22.3,229.1,0.41,2035.0,22.2,7,0,1
11.7,28.8,113.1,0.54,1411.6,27.2,21,1,1
1.0,2.7,7.9,0.284,66.7,5.0,0,0,0
2.6,15.9,43.1,0.271,2055.1,37.3,0,0,0
10.6,33.2,195.6,0.418,2333.3,53.9,21,0,1
21.1,41.2,124.9,0.495,94.4,9.2,0,0,0
29.9,71.4,154.8,0.416,69.0,5.8,1,0,0
0.4,1.2,18.7,0.277,182.0,6.7,0,0,0
12.4,24.5,66.2,0.552,1863.5,55.8,4,0,1
43.8,59.7,133.5,0.466,2562.2,42.3,13,0,1
17.6,34.6,82.8,0.393,920.5,23.7,21,0,1
22.9,81.3,151.6,0.543,277.3,10.5,0,0,0
27.2,51.7,160.6,0.413,324.6,7.5,2,0,0
29.0,56.2,185.4,0.496,2168.6,49.6,21,0,1
0.0,0.2,6.9,0.294,140.3,6.6,0,0,0
0.2,5.9,17.0,0.152,154.4,9.8,0,0,0
22.2,46.1,179.3,0.496,86.3,3.4,0,0,0
18.5,37.1,211.2,0.439,1525.0,43.6,7,0,1
3.2,13.3,56.8,0.262,1317.1,30.4,3,0,0
15.5,67.7,235.1,0.504,3196.9,42.0,24,0,0
19.1,73.3,179.9,0.548,45.3,1.9,1,0,0
18.8,66.8,128.9,0.507,199.6,9.5,1,0,0
11.6,81.5,221.7,0.445,459.1,42.4,24,0,1
3.8,11.5,29.3,0.22,148.0,9.9,0,0,0
18.5,59.0,186.6,0.482,1239.9,31.6,21,0,0
1.4,8.0,21.9,0.222,2349.7,24.7,3,0,0
15.4,36.4,152.1,0.555,583.3,35.9,23,0,1
16.0,22.4,56.0,0.577,1680.4,53.9,4,0,1
16.0,30.7,58.7,0.46,2095.9,21.3,14,1,1
15.8,44.9,117.5,0.468,91.1,11.6,2,0,0
3.2,8.3,25.2,0.273,58.8,4.0,0,0,0
0.4,2.2,27.0,0.218,183.6,3.1,0,0,0
15.3,43.3,93.0,0.404,128.4,4.4,0,0,0
22.8,31.6,134.6,0.449,535.1,39.7,10,1,1
29.2,67.1,184.5,0.446,475.0,42.9,15,0,1
30.0,81.9,187.9,0.539,709.5,31.8,1,0,1
11.2,17.4,63.0,0.518,2778.2,40.6,11,0,1
16.3,33.4,126.9,0.486,123.0,6.5,2,0,0
20.5,83.6,150.4,0.527,3092.1,43.8,18,1,1
3.7,8.1,61.4,0.19,2004.1,36.5,3,0,0
0.1,0.6,6.9,0.214,66.9,8.5,0,0,0
0.0,0.1,0.9,0.126,191.8,5.1,0,0,0
12.1,30.3,60.3,0.494,2933.9,36.3,11,1,1
1.5,5.3,42.1,0.286,1100.1,21.4,0,0,0
1.6,5.9,24.7,0.187,241.4,1.7,0,0,0
18.8,56.6,141.7,0.471,252.2,2.5,2,0,0
24.4,46.3,89.7,0.505,165.5,8.9,2,0,0
20.5,55.8,153.7,0.555,229.2,3.7,1,0,0
0.3,1.6,4.2,0.238,162.3,9.8,0,0,0
9.3,20.6,125.1,0.407,1078.2,31.1,1,0,1
9.6,28.0,72.4,0.398,2966.3,25.3,3,0,1
22.9,52.3,192.9,0.556,2456.0,44.0,3,0,1
0.4,8.8,25.7,0.239,198.4,5.4,0,0,0
24.4,69.4,149.3,0.469,2054.9,19.9,13,0,1
2.0,12.2,74.6,0.338,1159.8,34.4,2,0,0
12.2,25.4,68.3,0.346,1308.9,35.8,1,0,0
23.4,42.0,169.3,0.565,672.6,37.2,16,0,1
28.8,55.8,193.9,0.522,69.6,9.5,1,0,0
26.0,55.9,150.9,0.434,1066.5,22.8,7,0,1
13.9,23.6,77.7,0.41,1290.1,33.2,8,0,1
32.9,84.9,189.8,0.539,2366.1,40.4,4,0,1
0.9,1.9,12.9,0.21,111.6,8.0,0,0,0
3.8,11.4,59.7,0.231,2360.7,30.3,4,0,0
1.3,6.5,28.2,0.289,95.4,10.3,0,0,0
9.1,27.3,74.1,0.452,2041.9,36.1,8,1,0
28.2,43.8,91.4,0.522,1846.5,30.1,8,0,1
19.8,37.7,64.0,0.449,2852.2,49.2,21,0,1
19.3,35.9,214.0,0.569,1402.6,56.1,20,1,1
18.5,34.7,112.9,0.447,179.4,7.9,2,0,0
1.1,6.9,62.4,0.353,1741.9,41.3,0,0,0
0.1,2.3,16.1,0.241,104.4,8.6,0,0,0
3.5,13.2,45.6,0.27,2269.4,28.5,3,0,0
1.1,6.4,41.1,0.227,1953.1,35.1,3,0,0
36.1,68.3,187.5,0.433,492.7,50.5,2,1,1
9.5,26.2,67.5,0.224,2055.5,21.6,2,0,0
0.5,2.6,18.6,0.199,101.5,2.6,0,0,0
19.4,65.1,184.8,0.481,181.2,13.1,1,0,0
13.2,36.8,212.7,0.398,2460.7,55.5,24,1,1
15.5,48.9,112.0,0.469,48.9,10.0,0,0,0
14.2,25.0,80.2,0.528,3072.7,46.6,23,0,1
21.4,54.5,126.6,0.39,1823.4,22.9,15,0,1
1.1,7.9,39.6,0.293,1081.9,40.5,4,0,0
35.3,71.1,227.7,0.572,608.4,39.4,11,0,1
0.9,4.6,20.8,0.286,1959.6,23.1,0,0,0
1.2,7.4,24.4,0.209,930.4,27.7,0,0,0
10.2,25.9,59.0,0.246,774.7,37.9,3,0,0
28.3,56.5,135.2,0.507,301.9,12.8,2,0,0
10.5,34.3,145.2,0.573,3148.3,45.4,25,0,1
31.1,45.5,133.0,0.459,2554.6,19.2,9,0,1
6.8,12.6,51.1,0.554,3102.5,42.1,16,0,1
35.9,76.8,207.4,0.472,1413.4,40.1,6,0,1
15.2,45.2,110.1,0.493,1831.2,43.3,16,0,1
5.7,12.7,41.1,0.295,1619.4,39.8,2,0,0
0.0,0.0,3.1,0.234,82.3,8.4,0,0,0
14.0,35.2,74.7,0.494,2733.5,44.3,17,0,1
15.0,55.0,185.1,0.39,3130.4,27.6,3,0,1
9.8,30.1,145.9,0.406,2805.8,51.4,19,0,1
0.6,1.3,5.8,0.319,272.7,11.2,0,0,0
31.9,54.4,198.5,0.434,202.3,11.3,2,0,0
0.3,5.7,18.1,0.255,258.7,6.8,0,0,0
4.0,10.1,52.3,0.286,642.1,35.9,4,0,0
0.1,0.6,5.1,0.308,244.1,3.9,0,0,0
0.1,0.4,1.6,0.227,206.3,10.1,0,0,0
1.5,5.7,29.3,0.24,953.5,38.1,4,0,0
26.6,77.4,217.1,0.462,1612.6,55.4,21,1,1
10.2,27.2,222.9,0.485,2673.4,28.7,13,0,1
19.8,25.9,122.6,0.465,413.8,56.0,9,0,1
15.8,53.2,151.2,0.554,383.8,55.1,15,0,1
12.3,29.4,81.8,0.529,2486.8,26.4,13,0,1
14.3,37.8,87.0,0.426,295.5,4.7,0,0,0
0.0,1.5,5.7,0.216,216.7,6.7,0,0,0
8.6,27.3,93.0,0.445,332.4,3.9,0,0,0
9.1,20.7,63.9,0.332,1746.2,32.6,1,0,0
20.5,60.5,225.8,0.444,2708.2,46.1,18,0,1
1.8,17.3,60.9,0.35,1494.0,22.2,4,0,0
12.9,25.7,96.2,0.494,203.2,8.7,0,0,0
30.2,67.2,211.4,0.573,2821.3,43.9,1,0,1
20.8,33.4,122.7,0.396,2751.4,38.5,21,0,1
0.8,3.6,31.5,0.213,1129.1,41.9,2,0,0
1.7,3.6,11.1,0.31,197.1,5.5,0,0,0
1.3,6.7,20.1,0.221,1818.9,37.4,4,0,0
18.5,28.4,117.1,0.408,1828.5,37.8,7,0,0
17.1,35.3,68.7,0.53,2073.9,46.8,12,0,1
0.2,5.6,21.4,0.289,201.7,5.0,0,0,0
0.5,1.4,6.0,0.283,145.6,6.9,0,0,0
16.2,43.2,102.4,0.388,1363.6,23.5,12,1,1
32.7,45.8,187.1,0.502,768.6,34.2,21,0,1
5.1,18.5,60.9,0.337,1712.2,31.8,1,0,0
1.3,2.9,12.1,0.239,211.3,0.7,0,0,0
10.7,24.9,179.4,0.47,2465.2,37.2,16,0,1
9.4,21.0,72.6,0.568,1141.6,23.3,2,0,1
0.3,1.6,25.4,0.164,208.2,10.0,0,0,0
20.5,59.0,233.6,0.465,2762.6,55.6,7,1,0
14.7,48.1,113.4,0.436,2602.1,30.3,17,0,1
0.3,1.5,23.8,0.151,154.6,10.7,0,0,0
22.3,46.8,173.3,0.477,2449.1,53.6,13,0,1
1.2,10.9,67.1,0.212,1343.8,41.1,4,0,0
16.7,25.9,81.6,0.473,2191.4,21.6,17,0,1
7.1,22.2,56.8,0.397,2326.8,20.7,14,0,1
20.7,54.5,114.2,0.543,65.7,5.1,1,0,0
12.9,19.0,53.8,0.499,785.5,47.1,9,0,1
16.7,82.7,157.8,0.409,617.6,30.2,24,0,1
16.5,47.4,186.1,0.459,59.0,14.0,0,0,0
0.7,7.0,20.1,0.201,255.6,11.1,0,0,0
21.7,33.6,163.5,0.561,2405.4,19.7,12,0,1
11.6,22.7,87.7,0.473,144.4,12.8,2,0,0
24.8,31.1,55.7,0.504,2304.0,40.8,1,0,1
11.4,40.4,144.9,0.433,153.6,7.6,0,0,0
19.2,27.9,233.3,0.553,2858.4,53.1,9,0,1
16.6,43.7,103.5,0.502,1303.3,31.1,9,0,1
10.1,84.9,190.1,0.426,966.9,55.2,20,0,1
5.2,10.6,68.6,0.244,1887.5,41.5,0,0,0
9.5,20.1,206.4,0.454,587.3,46.2,18,0,1
0.0,0.6,7.0,0.286,292.4,3.8,0,0,0
32.7,85.3,177.8,0.524,208.6,13.2,1,0,0
3.6,12.1,58.7,0.211,2201.1,34.0,2,0,0
5.6,18.4,66.8,0.19,1983.5,29.5,0,0,0
24.2,80.1,162.8,0.513,3057.9,57.5,17,0,1
31.0,48.0,186.2,0.465,2911.8,49.6,24,1,1
16.9,25.2,77.2,0.398,1861.9,33.0,15,0,1
7.4,21.0,186.3,0.409,2414.3,49.4,12,0,1
0.4,2.7,22.0,0.263,710.1,31.0,0,0,0
29.8,92.8,181.7,0.559,105.9,12.0,2,0,0
13.5,33.0,59.2,0.478,698.6,31.9,2,0,1
42.5,88.6,167.7,0.551,235.3,12.1,1,0,0
0.2,0.6,2.0,0.292,207.8,3.6,0,0,0
0.0,0.7,8.4,0.27,181.2,1.8,0,0,0
6.1,15.3,72.1,0.245,1488.4,22.2,1,0,0
46.9,90.8,174.6,0.418,107.7,4.2,0,0,0
7.5,26.9,67.1,0.216,2047.2,21.1,4,0,0
15.7,48.0,142.0,0.393,2372.3,34.1,25,1,1
1.7,8.4,25.7,0.319,2257.8,34.5,4,0,0
9.4,14.4,54.1,0.474,2800.4,41.4,7,0,1
21.2,40.3,157.0,0.427,343.0,8.0,1,0,0
4.7,12.0,50.0,0.185,1303.4,24.1,0,0,0
4.1,12.3,49.7,0.2,1679.7,39.7,0,0,0
12.0,29.8,72.9,0.286,2375.1,29.5,0,0,0
0.3,1.3,16.2,0.295,51.0,7.8,0,0,0
1.5,3.1,8.0,0.127,217.3,6.8,0,0,0
14.4,27.9,118.8,0.396,2831.0,47.8,8,0,1
22.8,39.4,211.6,0.543,1292.2,44.6,17,0,1
19.4,26.2,56.8,0.489,1625.6,37.1,18,0,1
25.2,41.9,128.0,0.578,2608.3,44.1,5,0,0
7.2,17.0,67.3,0.255,1491.3,28.0,3,0,0
10.9,44.3,137.5,0.419,1285.5,52.6,25,0,1
20.2,44.5,237.2,0.494,1418.3,20.8,6,0,1
4.9,13.2,62.7,0.313,1340.7,21.3,3,0,0
13.1,44.6,141.1,0.471,126.8,5.6,1,0,0
30.2,56.8,109.2,0.446,2754.1,56.1,2,0,1
24.8,39.8,108.5,0.557,973.8,50.3,10,0,0
27.6,68.5,169.4,0.496,2437.2,21.6,10,0,1
21.9,66.7,160.0,0.481,2780.3,24.3,17,0,1
1.4,6.8,66.7,0.349,1483.4,22.7,1,0,0
13.5,18.5,67.8,0.478,2429.0,43.9,1,0,1
9.6,23.8,52.9,0.444,753.4,46.2,10,0,1
20.7,42.0,121.6,0.477,196.2,6.1,0,0,0
17.9,47.1,226.7,0.479,521.9,42.0,2,0,1
13.3,25.5,122.9,0.456,2230.8,39.3,22,0,1
5.6,25.8,64.5,0.19,728.3,28.4,2,0,0
0.4,0.9,5.0,0.252,56.6,5.9,0,0,0
8.9,23.4,149.2,0.523,2406.4,22.3,20,0,1
0.8,3.9,20.8,0.273,203.3,5.0,0,0,0
20.1,37.7,85.4,0.465,225.8,9.7,0,0,0
14.2,36.4,75.2,0.507,2374.5,48.4,18,0,1
29.1,50.4,167.7,0.461,225.5,4.6,0,0,0
29.4,59.2,143.3,0.444,203.0,12.8,1,0,0
3.4,8.3,52.7,0.343,1997.9,40.8,1,0,0
1.6,6.2,32.0,0.19,830.0,25.3,1,0,0
21.8,31.7,68.7,0.527,2027.9,25.8,11,0,1
4.3,12.7,45.2,0.237,714.3,39.2,0,0,0
21.5,80.3,205.5,0.523,1337.1,35.7,9,0,1
1.7,5.8,16.1,0.305,284.2,11.0,0,0,0
0.2,1.0,5.4,0.185,215.2,11.2,0,0,0
0.5,4.1,10.4,0.15,290.0,9.6,0,0,0
12.0,26.9,84.2,0.539,1467.8,32.3,16,0,1
12.1,24.1,63.9,0.506,908.3,41.3,15,0,1
16.4,35.4,98.5,0.456,163.6,11.0,1,0,0
30.1,49.8,218.1,0.533,1450.9,45.4,3,0,1
31.4,64.4,119.7,0.481,1099.1,53.0,22,0,1
16.8,34.6,125.0,0.547,990.5,54.3,16,0,1
25.9,53.5,218.8,0.498,1829.0,33.8,9,0,1
0.2,5.9,21.7,0.257,169.4,4.7,0,0,0
1.1,2.4,16.3,0.179,95.9,10.0,0,0,0
0.2,1.1,10.2,0.252,77.7,7.6,0,0,0
5.3,30.5,74.0,0.273,1140.5,21.0,3,0,0
1.0,4.7,20.6,0.275,175.8,2.9,0,0,0
27.3,43.3,122.7,0.418,1446.1,55.0,14,0,1
26.5,72.3,222.0,0.46,1964.7,30.0,8,0,1
16.2,30.2,66.0,0.435,2195.0,30.9,5,0,1
1.1,8.3,47.1,0.225,1579.9,22.3,0,0,0
20.8,28.7,178.6,0.382,744.4,43.9,11,0,1
23.5,60.7,211.9,0.531,482.5,43.3,22,0,1
26.7,77.6,196.3,0.52,347.1,9.2,0,0,0
50.8,101.7,202.6,0.422,149.8,3.5,2,0,0
29.7,60.9,157.7,0.467,745.0,35.7,11,0,1
17.6,47.1,229.2,0.454,1412.6,29.4,12,0,1
0.0,0.1,7.6,0.237,186.0,11.3,0,0,0
33.4,66.7,199.7,0.408,308.8,2.9,2,0,0
0.1,0.3,9.2,0.272,199.0,4.2,0,0,0
9.8,30.0,91.2,0.471,171.7,4.2,1,0,0
20.2,62.1,177.0,0.392,922.0,45.9,9,0,1
3.2,7.5,40.9,0.198,1356.0,23.1,4,0,0
1.8,6.4,25.5,0.286,96.7,0.7,0,0,0
10.3,22.6,95.9,0.551,967.2,34.4,1,0,1
6.9,24.3,87.9,0.516,100.0,6.0,1,0,0
16.0,27.0,95.0,0.484,52.2,12.3,1,0,0
28.3,42.1,140.3,0.409,1183.1,33.4,21,0,1
0.2,0.7,9.7,0.142,277.8,7.9,0,0,0
4.5,9.4,29.0,0.317,247.2,9.2,0,0,0
15.3,33.5,110.1,0.406,2189.7,36.3,25,1,0
5.2,15.2,55.8,0.354,791.9,23.6,2,0,0
0.3,1.2,3.4,0.246,217.9,6.9,0,0,0
0.5,3.1,7.9,0.288,64.6,3.1,0,0,0
42.2,76.8,147.0,0.45,299.8,9.8,2,0,0
11.7,23.3,98.6,0.503,1277.1,19.1,2,0,1
11.4,23.9,61.6,0.425,2142.1,55.1,9,0,1
10.0,23.8,77.2,0.518,2049.4,46.7,20,2,1
27.9,47.8,157.1,0.525,259.2,13.3,0,0,0
54.4,96.4,189.0,0.545,73.0,10.1,0,0,0
10.8,27.6,139.7,0.453,1217.4,21.9,1,0,1
10.4,24.2,57.4,0.572,2058.2,40.5,1,1,1
8.2,27.6,64.9,0.281,1353.6,27.1,1,0,0
25.5,35.7,141.6,0.535,2200.3,38.9,12,1,1
0.4,1.5,26.8,0.211,272.1,0.7,0,0,0
0.0,0.2,9.4,0.232,75.6,2.1,0,0,0
23.9,61.5,192.8,0.543,1601.3,57.8,25,0,1
11.8,19.4,56.7,0.404,2036.4,36.9,2,0,1
11.2,33.5,68.5,0.522,414.4,31.7,4,0,1
14.4,46.9,233.9,0.436,438.9,35.3,19,0,1
17.5,35.4,129.2,0.416,55.6,7.2,0,0,0
21.0,73.5,165.6,0.559,2777.0,36.4,7,0,1
22.5,50.4,105.4,0.545,202.1,9.1,1,0,0
19.5,34.6,234.2,0.557,698.2,47.1,5,0,1
40.1,73.8,226.5,0.523,1485.1,21.1,6,0,1
33.7,49.1,119.1,0.39,2148.0,31.4,11,0,1
1.4,6.8,18.7,0.247,102.3,11.4,0,0,0
0.6,1.6,7.6,0.12,269.3,7.1,0,0,0
10.6,34.2,190.2,0.547,1830.9,31.4,19,0,1
33.5,50.4,180.6,0.511,3104.9,56.3,1,0,1
12.1,20.7,225.9,0.577,1161.0,57.6,18,0,1
4.9,15.1,47.2,0.251,2318.7,28.2,3,0,0
11.3,21.9,208.0,0.416,2097.3,48.4,21,0,1
12.1,62.6,187.1,0.411,2110.8,45.0,9,0,1
1.5,3.5,20.9,0.191,1507.1,20.6,2,0,0
2.6,12.0,41.6,0.265,1750.0,33.6,4,0,0
0.0,0.1,16.6,0.271,250.1,8.2,0,0,0
20.1,45.7,122.8,0.523,320.6,5.7,0,0,0
16.9,45.3,75.7,0.563,1254.9,40.3,24,0,1
22.2,38.9,107.8,0.5,2884.9,47.4,20,0,1
5.1,11.1,73.2,0.205,1555.6,31.0,0,0,0
32.3,63.2,201.8,0.382,1093.8,23.8,1,0,1
5.1,24.5,65.7,0.232,1830.0,39.3,3,0,0
13.2,31.1,165.0,0.513,810.1,22.7,3,0,1
11.7,23.4,92.4,0.553,2554.6,30.4,3,0,0
1.6,14.8,46.9,0.265,1414.2,21.6,1,0,0
0.2,4.9,12.9,0.279,231.4,2.5,0,0,0
9.0,20.7,59.6,0.468,2056.7,33.6,2,0,1
0.8,2.2,23.8,0.221,86.2,7.7,0,0,0
17.5,27.6,76.5,0.449,1933.1,21.7,16,0,1
14.3,36.7,106.3,0.522,54.6,9.4,0,0,0
14.5,76.8,217.0,0.414,663.9,22.1,10,0,1
33.0,49.3,204.7,0.528,1949.6,27.5,23,0,1
0.4,2.1,9.6,0.157,169.3,0.5,0,0,0
10.8,42.9,223.0,0.445,1663.6,52.5,19,0,1
28.3,50.6,94.0,0.53,2005.2,38.2,21,0,1
20.3,39.4,114.4,0.535,1454.8,26.4,20,0,1
17.1,23.0,82.1,0.419,1741.8,50.9,12,0,1
9.9,16.5,77.6,0.398,660.3,57.7,6,0,1
0.2,1.1,26.3,0.199,219.7,1.0,0,0,0
1.5,4.3,30.3,0.253,1131.5,30.0,1,0,0
19.3,70.9,162.6,0.431,52.1,5.0,2,0,0
12.5,38.7,90.6,0.542,2600.2,57.1,7,0,1
28.8,61.6,146.4,0.507,3146.0,28.1,1,0,1
0.6,1.5,5.7,0.16,106.4,7.5,0,0,0
4.3,11.1,71.3,0.336,1773.1,21.0,1,0,0
