source_key,source_row,slide_no,state,latitude,longitude,raw_text
23697:MIZ/KOL/2024/871,23697,MIZ/KOL/2024/871,Mizoram,24.44003333,93.16011944,23697 MIZ/KOL/2024/871 Mizoram Kolasib NULL NULL 24.44003333 93.16011944 Debris Complex NA
23698:MIZ/KOL/2024/872,23698,MIZ/KOL/2024/872,Mizoram,24.56703611,93.23536389,23698 MIZ/KOL/2024/872 Mizoram Kolasib NULL NULL 24.56703611 93.23536389 Debris Slide NA
23699:MIZ/KOL/2024/873,23699,MIZ/KOL/2024/873,Mizoram,24.65409167,93.204625,23699 MIZ/KOL/2024/873 Mizoram Kolasib NULL NULL 24.65409167 93.204625 Debris Slide 17 July 2024
23700:MIZ/KOL/2024/874,23700,MIZ/KOL/2024/874,Mizoram,24.65018056,93.20256667,23700 MIZ/KOL/2024/874 Mizoram Kolasib NULL NULL 24.65018056 93.20256667 Debris Slide 17 July 2024
23701:MIZ/KOL/2024/875,23701,MIZ/KOL/2024/875,Mizoram,24.6273,93.20404444,23701 MIZ/KOL/2024/875 Mizoram Kolasib NULL NULL 24.6273 93.20404444 Earth Slide 17 July 2024
23702:MIZ/KOL/2024/876,23702,MIZ/KOL/2024/876,Mizoram,24.62604722,93.22583889,23702 MIZ/KOL/2024/876 Mizoram Kolasib NULL NULL 24.62604722 93.22583889 Debris Complex 12 June 2024
23703:MIZ/KOL/2024/877,23703,MIZ/KOL/2024/877,Mizoram,24.58605,93.21056389,23703 MIZ/KOL/2024/877 Mizoram Kolasib NULL NULL 24.58605 93.21056389 Debris Slide 24 September 2024
23704:MIZ/KOL/2024/878,23704,MIZ/KOL/2024/878,Mizoram,24.577475,93.19105,23704 MIZ/KOL/2024/878 Mizoram Kolasib NULL NULL 24.577475 93.19105 Debris Slide 22 October 2024
23705:MIZ/KOL/2024/879,23705,MIZ/KOL/2024/879,Mizoram,24.56062778,93.18938889,23705 MIZ/KOL/2024/879 Mizoram Kolasib NULL NULL 24.56062778 93.18938889 Earth Slide 7 July 2024
23706:MIZ/KOL/2024/880,23706,MIZ/KOL/2024/880,Mizoram,24.5716,93.17273056,23706 MIZ/KOL/2024/880 Mizoram Kolasib NULL NULL 24.5716 93.17273056 Debris Slide 12 June 2024
23707:MIZ/KOL/2024/881,23707,MIZ/KOL/2024/881,Mizoram,24.56925833,93.177275,23707 MIZ/KOL/2024/881 Mizoram Kolasib NULL NULL 24.56925833 93.177275 Debris Slide 28 May 2024
23708:MIZ/KOL/2024/882,23708,MIZ/KOL/2024/882,Mizoram,24.57296389,93.17700556,23708 MIZ/KOL/2024/882 Mizoram Kolasib NULL NULL 24.57296389 93.17700556 Debris Slide 7 July 2024
23709:MIZ/KOL/2024/883,23709,MIZ/KOL/2024/883,Mizoram,24.5768,93.106075,23709 MIZ/KOL/2024/883 Mizoram Kolasib NULL NULL 24.5768 93.106075 Debris Slide 12 June 2024
23710:MIZ/KOL/2024/884,23710,MIZ/KOL/2024/884,Mizoram,24.526075,93.05379167,23710 MIZ/KOL/2024/884 Mizoram Kolasib NULL NULL 24.526075 93.05379167 Debris Slide 28 May 2024
23711:MIZ/KOL/2024/885,23711,MIZ/KOL/2024/885,Mizoram,24.458325,93.09439167,23711 MIZ/KOL/2024/885 Mizoram Kolasib NULL NULL 24.458325 93.09439167 Debris Slide 24 September 2024
23712:MZ/AZL/84A10/2024/120,23712,MZ/AZL/84A10/2024/120,Mizoram,23.57722222,92.71222222,23712 MZ/AZL/84A10/2024/120 Mizoram Aizawl NULL Tachhip 23.57722222 92.71222222 Earth Complex 28 May 2024
23713:MIZ/AZL/84A10/2025/001,23713,MIZ/AZL/84A10/2025/001,Mizoram,23.692391,92.723348,23713 MIZ/AZL/84A10/2025/001 Mizoram Aizawl Kulikawn East 23.692391 92.723348 Debris Slide 28 May and 29 amy 2025
23714:MIZ/AZL/84A10/2025/002,23714,MIZ/AZL/84A10/2025/002,Mizoram,23.6868033,92.7251987,23714 MIZ/AZL/84A10/2025/002 Mizoram Aizawl Kulikawn East 23.6868033 92.7251987 Rock Slide 29 May 2025
23715:MIZ/AZL/84A10/2025/003,23715,MIZ/AZL/84A10/2025/003,Mizoram,23.7002691,92.7181685,"23715 MIZ/AZL/84A10/2025/003 Mizoram Aizawl Ngaizel, Kulikawn 23.7002691 92.7181685 Rock Fall 13 May 2025"
23716:MIZ/AZL/84A10/2025/004,23716,MIZ/AZL/84A10/2025/004,Mizoram,23.74247,92.705587,"23716 MIZ/AZL/84A10/2025/004 Mizoram Aizawl Zohnuai, Vaivakawn, Aizawl 23.74247 92.705587 Debris Subsidence 31 May 2025"
23717:MIZ/AZL/84A10/2025/005,23717,MIZ/AZL/84A10/2025/005,Mizoram,23.729422,92.716596,"23717 MIZ/AZL/84A10/2025/005 Mizoram Aizawl Dawrpui 23.729422 92.716596 Earth Slide 28 May 2024, 31 May 2025"
23718:MIZ/AZL/84A10/2025/006,23718,MIZ/AZL/84A10/2025/006,Mizoram,23.717553,92.716826,"23718 MIZ/AZL/84A10/2025/006 Mizoram Aizawl Kawltheihuan, Mission Veng 23.717553 92.716826 Debris Subsidence 1990, 2015 31.05.2025"
23719:MIZ/AZL/84A10/2025/007,23719,MIZ/AZL/84A10/2025/007,Mizoram,23.71577,92.713172,"23719 MIZ/AZL/84A10/2025/007 Mizoram Aizawl Mission vengthlang, Aizawl 23.71577 92.713172 Debris Slide 31 May 2025 and 01 June 2025"
23720:MIZ/AZL/84A14/2025/008,23720,MIZ/AZL/84A14/2025/008,Mizoram,23.730243,92.75603,"23720 MIZ/AZL/84A14/2025/008 Mizoram Aizawl Zemabawk 23.730243 92.75603 Debris Slide 2020, 30 May 2025 (Morning)"
23721:MIZ/AZL/84A09/2025/009,23721,MIZ/AZL/84A09/2025/009,Mizoram,23.75024,92.736662,"23721 MIZ/AZL/84A09/2025/009 Mizoram Aizawl Zuangtui, Aizawl 23.75024 92.736662 Debris Flow 01 June 2025"
23722:MIZ/AZL/84A09/2025/010,23722,MIZ/AZL/84A09/2025/010,Mizoram,23.758901,92.730863,23722 MIZ/AZL/84A09/2025/010 Mizoram Aizawl Bawngkawn Shalom Veng 23.758901 92.730863 Debris slide 30 May 2025(early morning)
23723:MIZ/AZL/84A09/2025/011,23723,MIZ/AZL/84A09/2025/011,Mizoram,23.755925,92.726753,23723 MIZ/AZL/84A09/2025/011 Mizoram Aizawl Chaltlang Lily Veng 23.755925 92.726753 Rock Fall 24 May 2025
23724:MIZ/AZL/84A10/2025/012,23724,MIZ/AZL/84A10/2025/012,Mizoram,23.745802,92.717053,"23724 MIZ/AZL/84A10/2025/012 Mizoram Aizawl Chanmari West, Aizawl 23.745802 92.717053 Earth Slide 01 June 2025"
23725:MIZ/AZL/84A10/2025/013,23725,MIZ/AZL/84A10/2025/013,Mizoram,23.605091,92.72184,23725 MIZ/AZL/84A10/2025/013 Mizoram Aizawl Hualngohmun 23.605091 92.72184 Debris Flow 28 May 2024 and 01 June 2025
23726:MIZ/AZL/84A10/2025/014,23726,MIZ/AZL/84A10/2025/014,Mizoram,23.581766,92.713413,23726 MIZ/AZL/84A10/2025/014 Mizoram Aizawl Tachhip 23.581766 92.713413 Debris Slide 28 May 2024 and 30 May 2025
23727:MIZ/AZL/84A11/2025/015,23727,MIZ/AZL/84A11/2025/015,Mizoram,23.469247,92.744068,23727 MIZ/AZL/84A11/2025/015 Mizoram Aizawl Sumsuih 23.469247 92.744068 Earth Slide 01 June 2025
23728:MIZ/AZL/84A15/2025/016,23728,MIZ/AZL/84A15/2025/016,Mizoram,23.410771,92.753123,23728 MIZ/AZL/84A15/2025/016 Mizoram Aizawl Sialsuk 23.410771 92.753123 Debris Slide 28 May 2024
23729:MIZ/AZL/84A15/2025/017,23729,MIZ/AZL/84A15/2025/017,Mizoram,23.367366,92.767304,23729 MIZ/AZL/84A15/2025/017 Mizoram Aizawl Aizawl-Thenzawl-Lunglei Highway 23.367366 92.767304 Rock Slide 01 June 2025
23730:MIZ/AZL/84A15/2025/018,23730,MIZ/AZL/84A15/2025/018,Mizoram,23.353485,92.780193,23730 MIZ/AZL/84A15/2025/018 Mizoram Aizawl Aizawl-Thenzawl-Lunglei Highway 23.353485 92.780193 Debris Slide 31 May 2025
23731:MIZ/AZL/84A15/2025/019,23731,MIZ/AZL/84A15/2025/019,Mizoram,23.350187,92.778852,23731 MIZ/AZL/84A15/2025/019 Mizoram Aizawl Aizawl-Thenzawl-Lunglei Highway 23.350187 92.778852 Debris Slide 30 May 2025
23732:MIZ/AZL/84A15/2025/020,23732,MIZ/AZL/84A15/2025/020,Mizoram,23.341022,92.776761,23732 MIZ/AZL/84A15/2025/020 Mizoram Aizawl Aizawl-Thenzawl-Lunglei Highway 23.341022 92.776761 Debris Slide 30 May 2025
23733:MIZ/AZL/84A15/2025/021,23733,MIZ/AZL/84A15/2025/021,Mizoram,23.339144,92.786128,23733 MIZ/AZL/84A15/2025/021 Mizoram Aizawl Aizawl-Thenzawl-Lunglei Highway 23.339144 92.786128 Debris Slide 30 May 2025
23734:MIZ/AZL/84A15/2025/022,23734,MIZ/AZL/84A15/2025/022,Mizoram,23.336229,92.787113,23734 MIZ/AZL/84A15/2025/022 Mizoram Aizawl Thenzawl Quarry 23.336229 92.787113 Debris Flow 30 May 2025
23735:MIZ/AZL/84A15/2025/023,23735,MIZ/AZL/84A15/2025/023,Mizoram,23.313871,92.792739,23735 MIZ/AZL/84A15/2025/023 Mizoram Aizawl Aizawl-Thenzawl-Lunglei Highway 23.313871 92.792739 Debris Slide 01 June 2025
23736:MIZ/SER/84A15/2025/024,23736,MIZ/SER/84A15/2025/024,Mizoram,23.315355,92.790619,23736 MIZ/SER/84A15/2025/024 Mizoram Serchhip Aizawl-Thenzawl-Lunglei Highway 23.315355 92.790619 Debris Slide 31 May 2025
23737:MIZ/SER/84A15/2025/025,23737,MIZ/SER/84A15/2025/025,Mizoram,23.316491,92.788798,23737 MIZ/SER/84A15/2025/025 Mizoram Serchhip Outside Thenzawl 23.316491 92.788798 Debris Slide 31 May 2025
23738:MIZ/SER/84A12/2025/026,23738,MIZ/SER/84A12/2025/026,Mizoram,23.239637,92.748175,23738 MIZ/SER/84A12/2025/026 Mizoram Serchhip Aizawl-Thenzawl-Lunglei Highway 23.239637 92.748175 Debris Slide 30 May 2025
23739:MIZ/SER/84A12/2025/027,23739,MIZ/SER/84A12/2025/027,Mizoram,23.239077,92.745631,23739 MIZ/SER/84A12/2025/027 Mizoram Serchhip Buangpui 23.239077 92.745631 Earth Slide 31 May 2025
23740:MIZ/SER/84A12/2025/028,23740,MIZ/SER/84A12/2025/028,Mizoram,23.239137,92.744468,23740 MIZ/SER/84A12/2025/028 Mizoram Serchhip Buangpui 23.239137 92.744468 Debris Slide 01 June 2025
23741:MIZ/SER/84A12/2025/029,23741,MIZ/SER/84A12/2025/029,Mizoram,23.239797,92.744214,23741 MIZ/SER/84A12/2025/029 Mizoram Serchhip Buangpui 23.239797 92.744214 Debris Slide 31 May 2025
23742:MIZ/SER/84A12/2025/030,23742,MIZ/SER/84A12/2025/030,Mizoram,23.238785,92.744224,23742 MIZ/SER/84A12/2025/030 Mizoram Serchhip Buangpui 23.238785 92.744224 Debris Slide 31 May 2025
23743:MIZ/SER/84A12/2025/031,23743,MIZ/SER/84A12/2025/031,Mizoram,23.235716,92.744499,23743 MIZ/SER/84A12/2025/031 Mizoram Serchhip Buangpui 23.235716 92.744499 Earth Slide 31 May 2025 at 3am
23744:MIZ/LUNG/84A12/2025/032,23744,MIZ/LUNG/84A12/2025/032,Mizoram,23.214239,92.740856,23744 MIZ/LUNG/84A12/2025/032 Mizoram Lunglei Kanghmun 23.214239 92.740856 Debris Slide 31 May 2025
23745:MIZ/LUNG/84A12/2025/033,23745,MIZ/LUNG/84A12/2025/033,Mizoram,23.203253,92.735838,23745 MIZ/LUNG/84A12/2025/033 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.203253 92.735838 Earth Slide 31 May 2025
23746:MIZ/LUNG/84A12/2025/034,23746,MIZ/LUNG/84A12/2025/034,Mizoram,23.200475,92.735007,23746 MIZ/LUNG/84A12/2025/034 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.200475 92.735007 Debris Slide 01 June 2025
23747:MIZ/LUNG/84A12/2025/035,23747,MIZ/LUNG/84A12/2025/035,Mizoram,23.195661,92.73562,23747 MIZ/LUNG/84A12/2025/035 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.195661 92.73562 Rock Slide 01 June 2025
23748:MIZ/LUNG/84A12/2025/036,23748,MIZ/LUNG/84A12/2025/036,Mizoram,23.194007,92.734654,23748 MIZ/LUNG/84A12/2025/036 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.194007 92.734654 Rock Slide 30 May 2025
23749:MIZ/LUNG/84A12/2025/037,23749,MIZ/LUNG/84A12/2025/037,Mizoram,23.193468,92.734849,23749 MIZ/LUNG/84A12/2025/037 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.193468 92.734849 Debris Slide 30 May 2025
23750:MIZ/LUNG/84A12/2025/038,23750,MIZ/LUNG/84A12/2025/038,Mizoram,23.183856,92.735346,23750 MIZ/LUNG/84A12/2025/038 Mizoram Lunglei Ramlaitui 23.183856 92.735346 Debris Slide 30 May 2025
23751:MIZ/LUNG/84A12/2025/039,23751,MIZ/LUNG/84A12/2025/039,Mizoram,23.182152,92.734299,23751 MIZ/LUNG/84A12/2025/039 Mizoram Lunglei Ramlaitui 23.182152 92.734299 Debris Slide 06.06.2018 31.05.2025
23752:MIZ/LUNG/84A12/2025/040,23752,MIZ/LUNG/84A12/2025/040,Mizoram,23.181806,92.736868,23752 MIZ/LUNG/84A12/2025/040 Mizoram Lunglei Ramlaitui 23.181806 92.736868 Earth slide 30 May 2025
23753:MIZ/LUNG/84A12/2025/041,23753,MIZ/LUNG/84A12/2025/041,Mizoram,23.18077,92.735789,23753 MIZ/LUNG/84A12/2025/041 Mizoram Lunglei Ramlaitui 23.18077 92.735789 Debris Flow 31 May 2025
23754:MIZ/LUNG/84A12/2025/042,23754,MIZ/LUNG/84A12/2025/042,Mizoram,23.173606,92.739793,23754 MIZ/LUNG/84A12/2025/042 Mizoram Lunglei Ramlaitui 23.173606 92.739793 Debris Slide 31 May 2025
23755:MIZ/LUNG/84A12/2025/043,23755,MIZ/LUNG/84A12/2025/043,Mizoram,23.150939,92.748258,23755 MIZ/LUNG/84A12/2025/043 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.150939 92.748258 Debris Slide 31 May 2025
23756:MIZ/LUNG/84A16/2025/044,23756,MIZ/LUNG/84A16/2025/044,Mizoram,23.140846,92.751229,23756 MIZ/LUNG/84A16/2025/044 Mizoram Lunglei Sekhum 23.140846 92.751229 Debris Slide 31 May 2025
23757:MIZ/LUNG/84A12/2025/045,23757,MIZ/LUNG/84A12/2025/045,Mizoram,23.1351,92.748694,23757 MIZ/LUNG/84A12/2025/045 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.1351 92.748694 Debris Slide 31 May 2025
23758:MIZ/LUNG/84A12/2025/046,23758,MIZ/LUNG/84A12/2025/046,Mizoram,23.134009,92.746247,23758 MIZ/LUNG/84A12/2025/046 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.134009 92.746247 Earth Slide 31 May 2025
23759:MIZ/LUNG/84A12/2025/047,23759,MIZ/LUNG/84A12/2025/047,Mizoram,23.132082,92.746268,23759 MIZ/LUNG/84A12/2025/047 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.132082 92.746268 Debris Slide 31 May 2025
23760:MIZ/LUNG/84A12/2025/048,23760,MIZ/LUNG/84A12/2025/048,Mizoram,23.114694,92.743931,23760 MIZ/LUNG/84A12/2025/048 Mizoram Lunglei N. Mualthuam 23.114694 92.743931 Debris Slide 01 June 2025
23761:MIZ/LUNG/84A12/2025/049,23761,MIZ/LUNG/84A12/2025/049,Mizoram,23.114225,92.746024,23761 MIZ/LUNG/84A12/2025/049 Mizoram Lunglei N. Mualthuam 23.114225 92.746024 Debris Slide 31 May 2025
23762:MIZ/LUNG/84A12/2025/050,23762,MIZ/LUNG/84A12/2025/050,Mizoram,23.111824,92.745097,23762 MIZ/LUNG/84A12/2025/050 Mizoram Lunglei N. Mualthuam 23.111824 92.745097 Debris Slide 31 May 2025
23763:MIZ/LUNG/84A16/2025/051,23763,MIZ/LUNG/84A16/2025/051,Mizoram,23.015005,92.765065,23763 MIZ/LUNG/84A16/2025/051 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.015005 92.765065 Rock Slide 30 May 2025
23764:MIZ/LUNG/84A16/2025/052,23764,MIZ/LUNG/84A16/2025/052,Mizoram,23.022804,92.755698,23764 MIZ/LUNG/84A16/2025/052 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 23.022804 92.755698 Debris Slide 31 May 2025
23765:MIZ/LUNG/84B09/2025/053,23765,MIZ/LUNG/84B09/2025/053,Mizoram,22.973735,92.725975,23765 MIZ/LUNG/84B09/2025/053 Mizoram Lunglei Aizawl-Thenzawl-Lunglei Highway 22.973735 92.725975 Debris Slide 30 May 2025
23766:MIZ/LAW/84B14/2025/054,23766,MIZ/LAW/84B14/2025/054,Mizoram,22.529731,92.896699,"23766 MIZ/LAW/84B14/2025/054 Mizoram Lawngtlai Chanmari and Bazar Veng, Lawngtlai 22.529731 92.896699 Debris Slide Sept 1992, 22 May 1995, 30.05.2025 10:30pm"
23767:MIZ/LAW/84B14/2025/055,23767,MIZ/LAW/84B14/2025/055,Mizoram,22.519716,92.891037,"23767 MIZ/LAW/84B14/2025/055 Mizoram Lawngtlai College Veng, Lawngtlai 22.519716 92.891037 Debris Slide 31 May 2025"
23769:MIZ/SIA/84B15/2025/057,23769,MIZ/SIA/84B15/2025/057,Mizoram,22.404215,92.951647,23769 MIZ/SIA/84B15/2025/057 Mizoram Siaha Kawchaw W 22.404215 92.951647 Debris Slide 31 May 2025
23771:MIZ/SIA/84B15/2025/059,23771,MIZ/SIA/84B15/2025/059,Mizoram,22.491822,92.970252,"23771 MIZ/SIA/84B15/2025/059 Mizoram Siaha Meiseviah, Siaha 22.491822 92.970252 Earth Slide 31 May 2025"
23772:MIZ/SIA/84B15/2025/060,23772,MIZ/SIA/84B15/2025/060,Mizoram,22.491,92.97076,"23772 MIZ/SIA/84B15/2025/060 Mizoram Siaha Meiseviah, Siaha 22.491 92.97076 Debris Slide 31 May 2025"
23773:MIZ/SIA/84F03/2025/061,23773,MIZ/SIA/84F03/2025/061,Mizoram,22.469737,93.100868,23773 MIZ/SIA/84F03/2025/061 Mizoram Siaha Lobo 22.469737 93.100868 Debris Slide 01 June 2025
23774:MIZ/SIA/84B15/2025/061,23774,MIZ/SIA/84B15/2025/061,Mizoram,22.437107,92.946912,23774 MIZ/SIA/84B15/2025/061 Mizoram Siaha Siaha to Kawlchaw 22.437107 92.946912 Debris Slide 31 May 2025
23775:MIZ/LAW/84B14/2025/061,23775,MIZ/LAW/84B14/2025/061,Mizoram,22.54735,92.882032,23775 MIZ/LAW/84B14/2025/061 Mizoram Lawngtlai Thingkah 22.54735 92.882032 Debris Slide 31 May 2025
23784:MIZ/LUNG/84B13/2025/072,23784,MIZ/LUNG/84B13/2025/072,Mizoram,22.866131,92.772713,23784 MIZ/LUNG/84B13/2025/072 Mizoram Lunglei Theiriat 22.866131 92.772713 Debris Slide 01 June 2025
23785:MIZ/LUNG/84B13/2025/073,23785,MIZ/LUNG/84B13/2025/073,Mizoram,22.903567,92.758702,23785 MIZ/LUNG/84B13/2025/073 Mizoram Lunglei Serkawn PHE Complex 22.903567 92.758702 Debris Flow 01 June 2025
23786:MIZ/LUNG/84B13/2025/074,23786,MIZ/LUNG/84B13/2025/074,Mizoram,22.903454,92.760096,"23786 MIZ/LUNG/84B13/2025/074 Mizoram Lunglei Zohnuai, Lunglei 22.903454 92.760096 Debris Slide 01 June 2025"
23787:MIZ/LUNG/84B13/2025/075,23787,MIZ/LUNG/84B13/2025/075,Mizoram,22.904615,92.75705,"23787 MIZ/LUNG/84B13/2025/075 Mizoram Lunglei Serkawn, Lunglei 22.904615 92.75705 Debris Slide 01 June 2025"
23788:MIZ/LUNG/84B13/2025/076,23788,MIZ/LUNG/84B13/2025/076,Mizoram,22.922528,92.752404,"23788 MIZ/LUNG/84B13/2025/076 Mizoram Lunglei Zohnuai, Lunglei 22.922528 92.752404 Debris Slide 01 June 2025"
23789:MIZ/LUNG/84B09/2025/077,23789,MIZ/LUNG/84B09/2025/077,Mizoram,22.895235,92.747812,"23789 MIZ/LUNG/84B09/2025/077 Mizoram Lunglei Bazar Veng, Lunglei 22.895235 92.747812 Debris Slide 02 June 2025"
23793:MIZ/HNAH/84B13/2025/081,23793,MIZ/HNAH/84B13/2025/081,Mizoram,22.967715,92.925677,23793 MIZ/HNAH/84B13/2025/081 Mizoram Hnahthial Hnahthial Kanaan Veng 22.967715 92.925677 Debris Slide 31 May 2025
23794:MIZ/HNAH/84B13/2025/082,23794,MIZ/HNAH/84B13/2025/082,Mizoram,22.971217,92.925544,"23794 MIZ/HNAH/84B13/2025/082 Mizoram Hnahthial Electric Veng, Hnahthial 22.971217 92.925544 Earth Slide 31 May 2025"
23795:MIZ/HNAH/84B13/2025/083,23795,MIZ/HNAH/84B13/2025/083,Mizoram,22.969582,92.925917,"23795 MIZ/HNAH/84B13/2025/083 Mizoram Hnahthial Electric Veng, Hnahthial 22.969582 92.925917 Earth Slide 31 May 2025"
23796:MIZ/HNAH/84A16/2025/084,23796,MIZ/HNAH/84A16/2025/084,Mizoram,23.077813,92.89844,23796 MIZ/HNAH/84A16/2025/084 Mizoram Hnahthial Pangzawl 23.077813 92.89844 Debris Slide 31 May 2025
23797:MIZ/HNAH/84A16/2025/085,23797,MIZ/HNAH/84A16/2025/085,Mizoram,23.081023,92.897247,23797 MIZ/HNAH/84A16/2025/085 Mizoram Hnahthial Pangzawl 23.081023 92.897247 Debris Slide 31 May 2025
23798:MIZ/HNAH/84A16/2025/086,23798,MIZ/HNAH/84A16/2025/086,Mizoram,23.084343,92.898597,23798 MIZ/HNAH/84A16/2025/086 Mizoram Hnahthial Pangzawl 23.084343 92.898597 Debris Slide 31 May 2025
23799:MIZ/HNAH/84A16/2025/087,23799,MIZ/HNAH/84A16/2025/087,Mizoram,23.170678,92.899334,23799 MIZ/HNAH/84A16/2025/087 Mizoram Hnahthial Pangzawl 23.170678 92.899334 Rock Slide 01 June 2025
23800:MIZ/SER/84A16/2025/088,23800,MIZ/SER/84A16/2025/088,Mizoram,23.180345,92.900082,23800 MIZ/SER/84A16/2025/088 Mizoram Serchhip Bungtlang 23.180345 92.900082 Debris Slide 01 June 2025
23801:MIZ/SER/84A16/2025/089,23801,MIZ/SER/84A16/2025/089,Mizoram,23.187383,92.89826,23801 MIZ/SER/84A16/2025/089 Mizoram Serchhip Bungtlang Vengsang 23.187383 92.89826 Earth Slide 01 June 2025
23802:MIZ/SER/84A16/2025/090,23802,MIZ/SER/84A16/2025/090,Mizoram,23.187762,92.898034,23802 MIZ/SER/84A16/2025/090 Mizoram Serchhip Bungtlang 23.187762 92.898034 Earth slide 01 June 2025
23803:MIZ/SER/84A16/2025/091,23803,MIZ/SER/84A16/2025/091,Mizoram,23.188273,92.898879,23803 MIZ/SER/84A16/2025/091 Mizoram Serchhip Bungtlang 23.188273 92.898879 Earth Slide 31 May 2025
23804:MIZ/SER/84A16/2025/092,23804,MIZ/SER/84A16/2025/092,Mizoram,23.193401,92.900218,23804 MIZ/SER/84A16/2025/092 Mizoram Serchhip Bungtlang 23.193401 92.900218 Debris Flow 29 May 2025
23805:MIZ/SER/84A16/2025/093,23805,MIZ/SER/84A16/2025/093,Mizoram,23.198119,92.899566,23805 MIZ/SER/84A16/2025/093 Mizoram Serchhip Bungtlang 23.198119 92.899566 Debris Slide 31 May 2025
23808:MIZ/SER/84A16/2025/096,23808,MIZ/SER/84A16/2025/096,Mizoram,23.32201,92.85822,"23808 MIZ/SER/84A16/2025/096 Mizoram Serchhip P&E Veng, Serchhip 23.32201 92.85822 Debris Flow 31 May 2025 at 02:25am"
23809:MIZ/SER/84A15/2025/097,23809,MIZ/SER/84A15/2025/097,Mizoram,23.322039,92.859147,"23809 MIZ/SER/84A15/2025/097 Mizoram Serchhip P&E Veng, Serchhip 23.322039 92.859147 Debris Slide 31 May 2025"
23810:MIZ/SER/84A15/2025/098,23810,MIZ/SER/84A15/2025/098,Mizoram,23.319156,92.857722,"23810 MIZ/SER/84A15/2025/098 Mizoram Serchhip P&E Veng, Serchhip 23.319156 92.857722 Debris Slide 31 May 2025"
23811:MIZ/SER/84A15/2025/099,23811,MIZ/SER/84A15/2025/099,Mizoram,23.317543,92.858683,"23811 MIZ/SER/84A15/2025/099 Mizoram Serchhip P&E Veng, Serchhip 23.317543 92.858683 Debris Slide 31 May 2025"
23812:MIZ/SER/84A15/2025/100,23812,MIZ/SER/84A15/2025/100,Mizoram,23.318568,92.852294,"23812 MIZ/SER/84A15/2025/100 Mizoram Serchhip P&E Veng, Serchhip 23.318568 92.852294 Debris Slide 31 May 2025"
23813:MIZ/SER/84A15/2025/101,23813,MIZ/SER/84A15/2025/101,Mizoram,23.323423,92.860926,"23813 MIZ/SER/84A15/2025/101 Mizoram Serchhip P&E Veng, Serchhip 23.323423 92.860926 Earth Slide 31 May 2025"
23814:MIZ/SER/84A15/2025/102,23814,MIZ/SER/84A15/2025/102,Mizoram,23.319412,92.855415,"23814 MIZ/SER/84A15/2025/102 Mizoram Serchhip P&E Veng, Serchhip 23.319412 92.855415 Debris Slide 31 May 2025"
23815:MIZ/SER/84A15/2025/103,23815,MIZ/SER/84A15/2025/103,Mizoram,23.319184,92.856725,"23815 MIZ/SER/84A15/2025/103 Mizoram Serchhip P&E Veng, Serchhip 23.319184 92.856725 Debris Flow 31 May 2025"
23816:MIZ/SER/84A15/2025/104,23816,MIZ/SER/84A15/2025/104,Mizoram,23.309286,92.850807,"23816 MIZ/SER/84A15/2025/104 Mizoram Serchhip Field Veng, Serchhip 23.309286 92.850807 Debris Flow 31 May 2025"
23817:MIZ/SER/84A15/2025/105,23817,MIZ/SER/84A15/2025/105,Mizoram,23.10112,92.852784,"23817 MIZ/SER/84A15/2025/105 Mizoram Serchhip Field Veng, Serchhip 23.10112 92.852784 Earth Slide 31 May 2025"
23818:MIZ/SER/84A15/2025/106,23818,MIZ/SER/84A15/2025/106,Mizoram,23.309914,92.853522,"23818 MIZ/SER/84A15/2025/106 Mizoram Serchhip Ramthlun Veng, Serchhip 23.309914 92.853522 Earth Slide 31 May 2025"
23819:MIZ/SER/84A15/2025/107,23819,MIZ/SER/84A15/2025/107,Mizoram,23.315273,92.856524,"23819 MIZ/SER/84A15/2025/107 Mizoram Serchhip AOC, Serchhip 23.315273 92.856524 Debris Slide 31 May 2025"
23820:MIZ/SER/84A15/2025/108,23820,MIZ/SER/84A15/2025/108,Mizoram,23.311529,92.85443,23820 MIZ/SER/84A15/2025/108 Mizoram Serchhip Serchhip 23.311529 92.85443 Debris Slide 31 May 2025
23821:MIZ/SER/84A15/2025/109,23821,MIZ/SER/84A15/2025/109,Mizoram,23.31637,92.854172,23821 MIZ/SER/84A15/2025/109 Mizoram Serchhip Serchhip 23.31637 92.854172 Debris Slide 31 May 2025
23822:MIZ/SER/84A15/2025/110,23822,MIZ/SER/84A15/2025/110,Mizoram,23.310074,92.858498,"23822 MIZ/SER/84A15/2025/110 Mizoram Serchhip Chandmari, Serchhip 23.310074 92.858498 Debris Slide 31 May 2025"
